年度,鄉鎮,段名,地號,公告土地現值
112,2,173,1300000,1300
112,2,173,1300001,1300
112,2,173,1310000,1300
112,2,173,1320000,1300
112,2,173,1330000,1300
112,2,173,1340000,1300
112,2,173,1350000,1300
112,2,173,1360000,1300
112,2,173,1370000,1300
112,2,173,1380000,1300
112,2,173,1390000,1300
112,2,173,1400000,1300
112,2,173,1410000,1300
112,2,173,1420000,1300
112,2,173,1430000,1300
112,2,173,1440000,1300
112,2,173,1450000,1300
112,2,173,1460000,1300
112,2,173,1470000,1300
112,2,173,1480000,1300
112,2,173,1490000,1300
112,2,173,1500000,1300
112,2,173,1510000,1300
112,2,173,1520000,1300
112,2,173,1530000,1300
112,2,173,1540000,1300
112,2,173,1550000,1300
112,2,173,1560000,1300
112,2,173,1570000,1300
112,2,173,1580000,1300
112,2,173,1590000,1300
112,2,173,1600000,1300
112,2,173,1610000,1300
112,2,173,1620000,1300
112,2,173,1630000,1300
112,2,173,1640000,1300
112,2,173,1650000,1300
112,2,173,1660000,1300
112,2,173,1670000,1300
112,2,173,1670001,1300
112,2,173,1670002,5000
112,2,173,1670003,5000
112,2,173,1670004,5000
112,2,173,1680000,1300
112,2,173,1690000,1300
112,2,173,1700000,1300
112,2,173,1710000,1300
112,2,173,1720000,1300
112,2,173,1730000,1300
112,2,173,1740000,1300
112,2,173,1740001,5000
112,2,173,1750000,1300
112,2,173,1760000,1300
112,2,173,1760001,5000
112,2,173,1760002,1300
112,2,173,1760003,5000
112,2,173,1770000,5000
112,2,173,1780000,5000
112,2,173,1790000,5000
112,2,173,1790001,5000
112,2,173,1790002,5000
112,2,173,1800000,5000
112,2,173,1810000,5000
112,2,173,1820000,5000
112,2,173,1830000,5000
112,2,173,1830001,5000
112,2,173,1830002,5000
112,2,173,1830003,5000
112,2,173,1830004,5000
112,2,173,1840000,5000
112,2,173,1860000,5000
112,2,173,1860001,1300
112,2,173,1870000,5000
112,2,173,1880000,5000
112,2,173,1890000,5000
112,2,173,1890001,1300
112,2,173,1900000,1300
112,2,173,1910000,1300
112,2,173,1920000,1300
112,2,173,1930000,1300
112,2,173,1930001,1300
112,2,173,1940000,1300
112,2,173,1940001,1300
112,2,173,1950000,1300
112,2,173,1960000,1300
112,2,173,1960001,1300
112,2,173,1960002,1300
112,2,173,1970000,1300
112,2,173,1970001,1300
112,2,173,1980000,1300
112,2,173,1980001,1300
112,2,173,1990000,1300
112,2,173,1990001,1300
112,2,173,2000000,1300
112,2,173,2000001,1300
112,2,173,2000002,1300
112,2,173,2010000,1300
112,2,173,2020000,1300
112,2,173,2030000,1300
112,2,173,2040000,1300
112,2,173,2050000,1300
112,2,173,2060000,1300
112,2,173,2070000,1300
112,2,173,2080000,1300
112,2,173,2090000,1300
112,2,173,2100000,1300
112,2,173,2110000,1300
112,2,173,2120000,1300
112,2,173,2130000,1300
112,2,173,2130001,1300
112,2,173,2140000,1300
112,2,173,2150000,1300
112,2,173,2160000,1300
112,2,173,2170000,1300
112,2,173,2180000,1300
112,2,173,2180001,1100
112,2,173,2190000,1100
112,2,173,2200000,1100
112,2,173,2210000,1100
112,2,173,2220000,1100
112,2,173,2230000,1100
112,2,173,2240000,1100
112,2,173,2250000,1100
112,2,173,2260000,1100
112,2,173,2270000,1300
112,2,173,2270001,1100
112,2,173,2280000,1100
112,2,173,2280001,1300
112,2,173,2290000,1300
112,2,173,2290001,1100
112,2,173,2300000,1300
112,2,173,2310000,1300
112,2,173,2320000,1300
112,2,173,2330000,1300
112,2,173,2340000,1300
112,2,173,2350000,1300
112,2,173,2360000,1300
112,2,173,2370000,1300
112,2,173,2380000,1300
112,2,173,2390000,1300
112,2,173,2400000,1300
112,2,173,2410000,1300
112,2,173,2420000,1300
112,2,173,2430000,1300
112,2,173,2440000,1300
112,2,173,2450000,1300
112,2,173,2460000,1300
112,2,173,2470000,1300
112,2,173,2480000,1300
112,2,173,2490000,1300
112,2,173,2500000,1300
112,2,173,2510000,1300
112,2,173,2510001,1300
112,2,173,2520000,1300
112,2,173,2520001,1300
112,2,173,2530000,1300
112,2,173,2530001,1300
112,2,173,2540000,1300
112,2,173,2540001,1300
112,2,173,2550000,1300
112,2,173,2560000,1300
112,2,173,2570000,1300
112,2,173,2580000,1300
112,2,173,2590000,1300
112,2,173,2600000,1300
112,2,173,2610000,1300
112,2,173,2620000,1300
112,2,173,2630000,1300
112,2,173,2630001,1300
112,2,173,2630002,5000
112,2,173,2630003,1300
112,2,173,2640000,5000
112,2,173,2640001,1300
112,2,173,2650000,1300
112,2,173,2650001,5000
112,2,173,2660000,1300
112,2,173,2670000,1300
112,2,173,2680000,1300
112,2,173,2690000,1300
112,2,173,2700000,1300
112,2,173,2710000,1300
112,2,173,2720000,1300
112,2,173,2730000,5000
112,2,173,2730001,1300
112,2,173,2740000,5000
112,2,173,2740001,1300
112,2,173,2750000,5000
112,2,173,2750001,1300
112,2,173,2760000,5000
112,2,173,2760001,1300
112,2,173,2800000,5000
112,2,173,2800001,1300
112,2,173,2810000,5000
112,2,173,2810001,1300
112,2,173,2820000,5000
112,2,173,2830000,5000
112,2,173,2840000,5000
112,2,173,2850000,1300
112,2,173,2850001,5000
112,2,173,2860000,5000
112,2,173,2870000,5000
112,2,173,2870001,1300
112,2,173,2880000,1300
112,2,173,2890000,1300
112,2,173,2900000,1300
112,2,173,2910000,1300
112,2,173,2920000,1300
112,2,173,2930000,1300
112,2,173,2940000,1300
112,2,173,2940001,1300
112,2,173,2940002,4919
112,2,173,2950000,1300
112,2,173,2960000,1300
112,2,173,2970000,1300
112,2,173,2980000,1300
112,2,173,3000000,1300
112,2,173,3000001,1300
112,2,173,3010000,1300
112,2,173,3020000,1300
112,2,173,3030000,1300
112,2,173,3040000,1300
112,2,173,3040001,1300
112,2,173,3050000,1300
112,2,173,3060000,1300
112,2,173,3070000,1300
112,2,173,3080000,1300
112,2,173,3090000,1300
112,2,173,3100000,1300
112,2,173,3110000,1300
112,2,173,3120000,1300
112,2,173,3130000,1300
112,2,173,3140000,1300
112,2,173,3150000,1300
112,2,173,3160000,1300
112,2,173,3170000,1300
112,2,173,3180000,1300
112,2,173,3190000,1300
112,2,173,3200000,1300
112,2,173,3210000,1300
112,2,173,3220000,1300
112,2,173,3230000,1300
112,2,173,3240000,1300
112,2,173,3250000,1300
112,2,173,3250001,1300
112,2,173,3260000,1300
112,2,173,3270000,1300
112,2,173,3280000,1300
112,2,173,3290000,1300
112,2,173,3300000,1300
112,2,173,3300001,1300
112,2,173,3310000,1300
112,2,173,3320000,1300
112,2,173,3320001,1300
112,2,173,3330000,1300
112,2,173,3350000,1300
112,2,173,3360000,1300
112,2,173,3370000,1300
112,2,173,3380000,1300
112,2,173,3380001,1300
112,2,173,3390000,1300
112,2,173,3400000,1300
112,2,173,3410000,1300
112,2,173,3420000,1300
112,2,173,3420001,1300
112,2,173,3420002,1300
112,2,173,3430000,1300
112,2,173,3440000,1300
112,2,173,3450000,1300
112,2,173,3460000,1300
112,2,173,3470000,1300
112,2,173,3480000,1300
112,2,173,3490000,1300
112,2,173,3500000,1300
112,2,173,3510000,1300
112,2,173,3520000,1300
112,2,173,3530000,1300
112,2,173,3530001,1300
112,2,173,3530002,5000
112,2,173,3540000,1300
112,2,173,3540001,0
112,2,173,3540002,1300
112,2,173,3550000,1300
112,2,173,3560000,1300
112,2,173,3560001,1300
112,2,173,3570000,1300
112,2,173,3580000,1300
112,2,173,3590000,1300
112,2,173,3600000,1300
112,2,173,3610000,1300
112,2,173,3620000,1300
112,2,173,3640000,1300
112,2,173,3650000,1300
112,2,173,3660000,1300
112,2,173,3670000,1300
112,2,173,3670001,1300
112,2,173,3680000,1300
112,2,173,3680001,1300
112,2,173,3690000,1300
112,2,173,3690001,1300
112,2,173,3700000,1300
112,2,173,3710000,1300
112,2,173,3720000,1300
112,2,173,3730000,1300
112,2,173,3740000,1300
112,2,173,3750000,1300
112,2,173,3760000,1300
112,2,173,3770000,1300
112,2,173,3770001,1300
112,2,173,3780000,1300
112,2,173,3790000,1300
112,2,173,3800000,1300
112,2,173,3810000,1300
112,2,173,3820000,1300
112,2,173,3830000,1300
112,2,173,3840000,1300
112,2,173,3850000,1300
112,2,173,3860000,1300
112,2,173,3870000,1300
112,2,173,3880000,1300
112,2,173,3890000,1300
112,2,173,3890001,1100
112,2,173,3900000,1300
112,2,173,3910000,1300
112,2,173,3920000,1100
112,2,173,3920001,1300
112,2,173,3930000,1100
112,2,173,3930001,1300
112,2,173,3940000,1100
112,2,173,3950000,1100
112,2,173,3950001,1100
112,2,173,3950002,1300
112,2,173,3950003,1300
112,2,173,3950004,1300
112,2,173,3950005,1300
112,2,173,3950006,1300
112,2,173,3960000,1100
112,2,173,3970000,1100
112,2,173,3980000,1100
112,2,173,3990000,1100
112,2,173,4000000,1100
112,2,173,4010000,1100
112,2,173,4020000,1100
112,2,173,4020001,0
112,2,173,4030000,1100
112,2,173,4030001,1100
112,2,173,4040000,1100
112,2,173,4050000,1100
112,2,173,4060000,1100
112,2,173,4060001,1100
112,2,173,4070000,1100
112,2,173,4080000,1100
112,2,173,4090000,1100
112,2,173,4100000,1100
112,2,173,4110000,1100
112,2,173,4120000,1100
112,2,173,4130000,1100
112,2,173,4140000,1100
112,2,173,4150000,1300
112,2,173,4160000,1300
112,2,173,4170000,1300
112,2,173,4180000,1300
112,2,173,4190000,1300
112,2,173,4200000,1300
112,2,173,4210000,1300
112,2,173,4220000,1300
112,2,173,4230000,1300
112,2,173,4240000,1300
112,2,173,4250000,1300
112,2,173,4260000,1300
112,2,173,4270000,1300
112,2,173,4280000,1300
112,2,173,4290000,1300
112,2,173,4300000,1300
112,2,173,4310000,1300
112,2,173,4310001,1300
112,2,173,4330000,1300
112,2,173,4340000,1300
112,2,173,4340001,1300
112,2,173,4350000,1300
112,2,173,4360000,1300
112,2,173,4360001,1300
112,2,173,4370000,1300
112,2,173,4370001,1300
112,2,173,4380000,1300
112,2,173,4380001,1300
112,2,173,4380002,1300
112,2,173,4380003,1300
112,2,173,4390000,1300
112,2,173,4390001,1300
112,2,173,4400000,1300
112,2,173,4400001,1300
112,2,173,4410000,1300
112,2,173,4410001,1300
112,2,173,4420000,1300
112,2,173,4420001,1300
112,2,173,4430000,1300
112,2,173,4440000,1300
112,2,173,4450000,1300
112,2,173,4450001,1300
112,2,173,4460000,1300
112,2,173,4460001,1300
112,2,173,4470000,1300
112,2,173,4480000,1300
112,2,173,4490000,1300
112,2,173,4510000,1300
112,2,173,4520000,1300
112,2,173,4520001,1300
112,2,173,4530000,1300
112,2,173,4540000,1300
112,2,173,4550000,1300
112,2,173,4550001,1300
112,2,173,4560000,1300
112,2,173,4570000,1300
112,2,173,4580000,1300
112,2,173,4590000,1300
112,2,173,4600000,1300
112,2,173,4610000,1300
112,2,173,4620000,1300
112,2,173,4630000,1300
112,2,173,4630001,1300
112,2,173,4640000,1300
112,2,173,4650000,1300
112,2,173,4660000,1300
112,2,173,4670000,1300
112,2,173,4680000,1300
112,2,173,4690000,1300
112,2,173,4700000,1300
112,2,173,4710000,1300
112,2,173,4720000,1300
112,2,173,4730000,1300
112,2,173,4740000,1300
112,2,173,4750000,1300
112,2,173,4760000,1300
112,2,173,4770000,1300
112,2,173,4780000,1300
112,2,173,4790000,1300
112,2,173,4800000,1300
112,2,173,4810000,1300
112,2,173,4820000,1300
112,2,173,4830000,1300
112,2,173,4840000,1300
112,2,173,4850000,1300
112,2,173,4860000,1300
112,2,173,4870000,1300
112,2,173,4880000,1300
112,2,173,4890000,1300
112,2,173,4900000,1300
112,2,173,4910000,1300
112,2,173,4920000,1300
112,2,173,4930000,1300
112,2,173,4940000,1300
112,2,173,4940001,1300
112,2,173,4940002,1300
112,2,173,4940003,1300
112,2,173,4950000,1300
112,2,173,4960000,1300
112,2,173,4970000,1300
112,2,173,4980000,1300
112,2,173,4980001,1300
112,2,173,4980003,1300
112,2,173,4990000,1300
112,2,173,5000000,1300
112,2,173,5000001,1300
112,2,173,5010000,1300
112,2,173,5010001,1300
112,2,173,5020000,1300
112,2,173,5020001,1300
112,2,173,5020002,1300
112,2,173,5020003,1300
112,2,173,5030000,1300
112,2,173,5030001,1300
112,2,173,5040000,1300
112,2,173,5040001,1300
112,2,173,5050000,1300
112,2,173,5050001,1300
112,2,173,5060000,1300
112,2,173,5060001,1300
112,2,173,5070000,1300
112,2,173,5070001,1300
112,2,173,5070002,1300
112,2,173,5080000,1300
112,2,173,5080001,1300
112,2,173,5090000,1300
112,2,173,5090001,1300
112,2,173,5100000,1300
112,2,173,5100001,1300
112,2,173,5110000,1300
112,2,173,5110001,1300
112,2,173,5120000,1300
112,2,173,5130000,1300
112,2,173,5130001,1300
112,2,173,5130002,1300
112,2,173,5140000,1300
112,2,173,5150000,1300
112,2,173,5160000,1300
112,2,173,5170000,1300
112,2,173,5170001,1300
112,2,173,5180000,1300
112,2,173,5190000,1300
112,2,173,5190001,1300
112,2,173,5200000,1300
112,2,173,5200001,1100
112,2,173,5210000,1100
112,2,173,5210001,1300
112,2,173,5220000,1100
112,2,173,5230000,1100
112,2,173,5240000,1100
112,2,173,5250000,1100
112,2,173,5260000,1100
112,2,173,5270000,1100
112,2,173,5280000,1100
112,2,173,5290000,1100
112,2,173,5300000,1100
112,2,173,5310000,1100
112,2,173,5320000,1100
112,2,173,5330000,1100
112,2,173,5340000,1100
112,2,173,5350000,1100
112,2,173,5360000,1100
112,2,173,5370000,1100
112,2,173,5380000,1100
112,2,173,5390000,1100
112,2,173,5400000,1100
112,2,173,5410000,1100
112,2,173,5420000,1100
112,2,173,5430000,1100
112,2,173,5440000,1100
112,2,173,5450000,1100
112,2,173,5450001,1100
112,2,173,5450002,1300
112,2,173,5450003,1300
112,2,173,5450004,1300
112,2,173,5450005,1100
112,2,173,5460000,1300
112,2,173,5470000,1300
112,2,173,5470001,1300
112,2,173,5470002,1100
112,2,173,5480000,1300
112,2,173,5490000,1300
112,2,173,5500000,1300
112,2,173,5500001,1300
112,2,173,5500002,1100
112,2,173,5500003,1100
112,2,173,5510000,1300
112,2,173,5520000,1300
112,2,173,5530000,1300
112,2,173,5540000,1300
112,2,173,5550000,1300
112,2,173,5560000,1300
112,2,173,5560001,1300
112,2,173,5570000,1300
112,2,173,5580000,1300
112,2,173,5590000,1300
112,2,173,5600000,1300
112,2,173,5600001,1300
112,2,173,5600002,1300
112,2,173,5600003,1300
112,2,173,5610000,1300
112,2,173,5620000,1300
112,2,173,5630000,1300
112,2,173,5640000,1300
112,2,173,5650000,1300
112,2,173,5660000,1300
112,2,173,5670000,1300
112,2,173,5670001,1300
112,2,173,5680000,1300
112,2,173,5690000,1300
112,2,173,5690001,1300
112,2,173,5700000,1300
112,2,173,5700001,1300
112,2,173,5710000,1300
112,2,173,5720000,1300
112,2,173,5730000,1300
112,2,173,5730001,1300
112,2,173,5740000,1300
112,2,173,5740001,1300
112,2,173,5740002,1300
112,2,173,5750000,1300
112,2,173,5750001,1300
112,2,173,5760000,1300
112,2,173,5770000,1300
112,2,173,5770001,1300
112,2,173,5780000,1300
112,2,173,5790000,1300
112,2,173,5790001,1300
112,2,173,5800000,1300
112,2,173,5810000,1300
112,2,173,5820000,1300
112,2,173,5830000,1300
112,2,173,5830001,1300
112,2,173,5830002,1300
112,2,173,5840000,1300
112,2,173,5850000,1300
112,2,173,5860000,1300
112,2,173,5870000,1300
112,2,173,5880000,1300
112,2,173,5890000,1300
112,2,173,5900000,1300
112,2,173,5910000,1300
112,2,173,5920000,1300
112,2,173,5920001,1300
112,2,173,5920002,1300
112,2,173,5920003,1300
112,2,173,5930000,1300
112,2,173,5940000,1300
112,2,173,5950000,1300
112,2,173,5950001,1300
112,2,173,5950002,1300
112,2,173,5950003,1300
112,2,173,5960000,1300
112,2,173,5970000,1300
112,2,173,5980000,1300
112,2,173,6000000,1300
112,2,173,6010000,1300
112,2,173,6010001,1300
112,2,173,6020000,1300
112,2,173,6030000,1300
112,2,173,6040000,1300
112,2,173,6050000,1300
112,2,173,6060000,1300
112,2,173,6070000,1300
112,2,173,6080000,1300
112,2,173,6080001,1300
112,2,173,6080002,1300
112,2,173,6080003,1300
112,2,173,6090000,1300
112,2,173,6100000,1300
112,2,173,6110000,1300
112,2,173,6120000,1300
112,2,173,6120001,1300
112,2,173,6120002,1300
112,2,173,6120003,1300
112,2,173,6130000,1300
112,2,173,6140000,1300
112,2,173,6150000,1300
112,2,173,6160000,1300
112,2,173,6170000,1300
112,2,173,6170001,1300
112,2,173,6180000,1300
112,2,173,6180001,1300
112,2,173,6190000,1300
112,2,173,6190001,1300
112,2,173,6200000,1300
112,2,173,6200001,1300
112,2,173,6210000,1300
112,2,173,6210001,1300
112,2,173,6220000,1300
112,2,173,6220001,1300
112,2,173,6230000,1300
112,2,173,6230001,1300
112,2,173,6240000,1300
112,2,173,6240001,1300
112,2,173,6250000,1300
112,2,173,6250001,1300
112,2,173,6260000,1300
112,2,173,6270000,1300
112,2,173,6280000,1300
112,2,173,6280001,1300
112,2,173,6280002,1300
112,2,173,6290000,1300
112,2,173,6300000,1300
112,2,173,6310000,1300
112,2,173,6310001,1300
112,2,173,6320000,1300
112,2,173,6330000,1300
112,2,173,6340000,1300
112,2,173,6350000,1300
112,2,173,6350001,1300
112,2,173,6360000,1300
112,2,173,6380000,1300
112,2,173,6390000,1300
112,2,173,6400000,1300
112,2,173,6410000,1300
112,2,173,6420000,1300
112,2,173,6420001,1100
112,2,173,6430000,1100
112,2,173,6440000,1100
112,2,173,6450000,1100
112,2,173,6450001,1100
112,2,173,6460000,1100
112,2,173,6470000,1100
112,2,173,6480000,1100
112,2,173,6480001,1100
112,2,173,6490000,1100
112,2,173,6490001,1100
112,2,173,6500000,1100
112,2,173,6500001,1100
112,2,173,6510000,1100
112,2,173,6520000,1100
112,2,173,6530000,1100
112,2,173,6540000,1300
112,2,173,6550000,1300
112,2,173,6550001,1100
112,2,173,6560000,1300
112,2,173,6560001,1100
112,2,173,6570000,1300
112,2,173,6580000,1300
112,2,173,6590000,1300
112,2,173,6600000,1300
112,2,173,6610000,1300
112,2,173,6620000,1300
112,2,173,6630000,1300
112,2,173,6640000,1300
112,2,173,6650000,1300
112,2,173,6650001,1300
112,2,173,6660000,1300
112,2,173,6660001,1300
112,2,173,6660002,1300
112,2,173,6660003,1300
112,2,173,6670000,1300
112,2,173,6670001,1300
112,2,173,6680000,1300
112,2,173,6680001,1300
112,2,173,6690000,1300
112,2,173,6690001,1300
112,2,173,6690002,1300
112,2,173,6700000,1300
112,2,173,6710000,1300
112,2,173,6710001,1300
112,2,173,6710002,1300
112,2,173,6710003,1300
112,2,173,6720000,1300
112,2,173,6730000,1300
112,2,173,6740000,1300
112,2,173,6750000,1300
112,2,173,6750001,1300
112,2,173,6760000,1300
112,2,173,6770000,1300
112,2,173,6770001,1300
112,2,173,6770002,1300
112,2,173,6780000,1300
112,2,173,6790000,1300
112,2,173,6800000,1300
112,2,173,6810000,1300
112,2,173,6820000,1300
112,2,173,6830000,1300
112,2,173,6840000,1300
112,2,173,6850000,1300
112,2,173,6860000,1300
112,2,173,6860001,1300
112,2,173,6860002,1300
112,2,173,6870000,1300
112,2,173,6870001,1300
112,2,173,6870002,1300
112,2,173,6870003,1300
112,2,173,6880000,1300
112,2,173,6890000,1300
112,2,173,6900000,1300
112,2,173,6910000,1300
112,2,173,6920000,1300
112,2,173,6930000,1300
112,2,173,6940000,1300
112,2,173,6950000,1300
112,2,173,6960000,1300
112,2,173,6970000,1300
112,2,173,6980000,1300
112,2,173,6990000,1300
112,2,173,7000000,1300
112,2,173,7010000,1300
112,2,173,7020000,1300
112,2,173,7030000,1300
112,2,173,7030001,1300
112,2,173,7040000,1300
112,2,173,7050000,1300
112,2,173,7060000,1300
112,2,173,7070000,1300
112,2,173,7080000,1300
112,2,173,7090000,1300
112,2,173,7100000,1300
112,2,173,7110000,1300
112,2,173,7110001,1300
112,2,173,7120000,1300
112,2,173,7120001,1300
112,2,173,7120002,1300
112,2,173,7120003,1300
112,2,173,7130000,1300
112,2,173,7140000,1300
112,2,173,7150000,1300
112,2,173,7160000,1300
112,2,173,7170000,1300
112,2,173,7180000,1300
112,2,173,7180001,1300
112,2,173,7190000,1300
112,2,173,7200000,1300
112,2,173,7210000,1300
112,2,173,7220000,1300
112,2,173,7230000,1300
112,2,173,7240000,1300
112,2,173,7250000,1300
112,2,173,7260000,1300
112,2,173,7270000,1300
112,2,173,7280000,1300
112,2,173,7290000,1300
112,2,173,7300000,1300
112,2,173,7310000,1300
112,2,173,7320000,1300
112,2,173,7320001,1300
112,2,173,7330000,1300
112,2,173,7340000,1300
112,2,173,7340001,1300
112,2,173,7350000,1300
112,2,173,7360000,1300
112,2,173,7370000,1300
112,2,173,7370001,1300
112,2,173,7380000,1300
112,2,173,7390000,1300
112,2,173,7400000,1300
112,2,173,7400001,1300
112,2,173,7410000,1300
112,2,173,7410001,1300
112,2,173,7410002,1300
112,2,173,7420000,1300
112,2,173,7430000,1300
112,2,173,7430001,1300
112,2,173,7440000,1300
112,2,173,7440001,1300
112,2,173,7450000,1300
112,2,173,7450001,1300
112,2,173,7460000,1300
112,2,173,7460001,1300
112,2,173,7470000,1300
112,2,173,7470001,1300
112,2,173,7470002,1300
112,2,173,7470003,1300
112,2,173,7470004,1300
112,2,173,7470005,1300
112,2,173,7480000,1300
112,2,173,7490000,1300
112,2,173,7500000,1300
112,2,173,7500001,1300
112,2,173,7510000,1300
112,2,173,7520000,1300
112,2,173,7530000,1300
112,2,173,7530001,1300
112,2,173,7530002,1300
112,2,173,7540000,1300
112,2,173,7540001,1300
112,2,173,7550000,1300
112,2,173,7560000,1300
112,2,173,7560001,1300
112,2,173,7570000,1300
112,2,173,7570001,1300
112,2,173,7570002,1300
112,2,173,7580000,1300
112,2,173,7580001,1300
112,2,173,7590000,1300
112,2,173,7600000,1300
112,2,173,7610000,1300
112,2,173,7620000,1300
112,2,173,7630000,1300
112,2,173,7630001,1300
112,2,173,7640000,1300
112,2,173,7640001,1300
112,2,173,7650000,1300
112,2,173,7660000,1300
112,2,173,7660001,1300
112,2,173,7660002,1300
112,2,173,7660003,1300
112,2,173,7670000,1300
112,2,173,7670001,1300
112,2,173,7680000,1300
112,2,173,7680001,1300
112,2,173,7680002,1300
112,2,173,7680003,1300
112,2,173,7690000,1300
112,2,173,7700000,1300
112,2,173,7700001,1300
112,2,173,7700002,1300
112,2,173,7710000,1300
112,2,173,7710001,1300
112,2,173,7710002,1300
112,2,173,7710003,1300
112,2,173,7720000,1300
112,2,173,7720001,1300
112,2,173,7720002,1300
112,2,173,7730000,1300
112,2,173,7730001,1300
112,2,173,7730002,1300
112,2,173,7740000,1300
112,2,173,7750000,1300
112,2,173,7760000,1300
112,2,173,7770000,1300
112,2,173,7780000,1300
112,2,173,7780001,1300
112,2,173,7780002,1300
112,2,173,7790000,1300
112,2,173,7800000,1300
112,2,173,7810000,1300
112,2,173,7820000,1300
112,2,173,7830000,1300
112,2,173,7840000,1300
112,2,173,7850000,1300
112,2,173,7860000,1300
112,2,173,7860001,1300
112,2,173,7870000,1300
112,2,173,7880000,1300
112,2,173,7890000,1300
112,2,173,7890001,1300
112,2,173,7900000,1300
112,2,173,7910000,1300
112,2,173,7920000,1300
112,2,173,7930000,1300
112,2,173,7940000,1300
112,2,173,7940001,1300
112,2,173,7940002,1300
112,2,173,7940003,1300
112,2,173,7940004,1300
112,2,173,7940005,1300
112,2,173,7940006,1300
112,2,173,7940007,1300
112,2,173,7940008,1300
112,2,173,7940009,1300
112,2,173,7950000,1300
112,2,173,7960000,1300
112,2,173,7960001,1300
112,2,173,7970000,1300
112,2,173,7980000,1300
112,2,173,7990000,1300
112,2,173,8000000,1300
112,2,173,8010000,1300
112,2,173,8020000,1300
112,2,173,8030000,1300
112,2,173,8040000,1300
112,2,173,8050000,1300
112,2,173,8050001,1300
112,2,173,8060000,1300
112,2,173,8060001,1300
112,2,173,8060002,1300
112,2,173,8070000,1300
112,2,173,8080000,1300
112,2,173,8080001,1300
112,2,173,8090000,1300
112,2,173,8090001,1300
112,2,173,8100000,1300
112,2,173,8110000,1300
112,2,173,8110001,1300
112,2,173,8110002,1300
112,2,173,8110003,1300
112,2,173,8120000,1300
112,2,173,8120001,1300
112,2,173,8130000,1300
112,2,173,8130001,1300
112,2,173,8140000,1300
112,2,173,8140001,1300
112,2,173,8150000,1300
112,2,173,8150001,1300
112,2,173,8160000,1300
112,2,173,8160001,1300
112,2,173,8170000,1300
112,2,173,8170001,1300
112,2,173,8170002,1300
112,2,173,8180000,1300
112,2,173,8180001,1300
112,2,173,8190000,1300
112,2,173,8200000,1300
112,2,173,8200001,1300
112,2,173,8210000,1300
112,2,173,8220000,1300
112,2,173,8230000,1300
112,2,173,8240000,1300
112,2,173,8250000,1300
112,2,173,8260000,1300
112,2,173,8270000,1300
112,2,173,8270001,1300
112,2,173,8270002,1100
112,2,173,8280000,1300
112,2,173,8290000,1300
112,2,173,8300000,1300
112,2,173,8310000,1300
112,2,173,8310001,1300
112,2,173,8310002,1100
112,2,173,8320000,1300
112,2,173,8330000,1300
112,2,173,8340000,1300
112,2,173,8350000,1300
112,2,173,8360000,1300
112,2,173,8360001,1300
112,2,173,8360002,1300
112,2,173,8370000,1300
112,2,173,8380000,1300
112,2,173,8390000,1300
112,2,173,8400000,1300
112,2,173,8410000,1300
112,2,173,8420000,1100
112,2,173,8420001,1100
112,2,173,8430000,1100
112,2,173,8440000,1100
112,2,173,8450000,1100
112,2,173,8460000,1100
112,2,173,8470000,1100
112,2,173,8480000,1100
112,2,173,8490000,1100
112,2,173,8500000,1100
112,2,173,8510000,1100
112,2,173,8520000,1100
112,2,173,8530000,1300
112,2,173,8540000,1300
112,2,173,8550000,1300
112,2,173,8550001,1300
112,2,173,8550002,1300
112,2,173,8550003,1300
112,2,173,8550004,1300
112,2,173,8560000,1300
112,2,173,8560001,1300
112,2,173,8570000,1300
112,2,173,8570001,1300
112,2,173,8580000,1300
112,2,173,8590000,1300
112,2,173,8590001,1300
112,2,173,8590002,1300
112,2,173,8600000,1300
112,2,173,8600001,1300
112,2,173,8610000,1300
112,2,173,8620000,1300
112,2,173,8630000,1300
112,2,173,8640000,1300
112,2,173,8650000,1300
112,2,173,8660000,1300
112,2,173,8670000,1300
112,2,173,8670001,1300
112,2,173,8670002,1300
112,2,173,8670003,1300
112,2,173,8670004,1300
112,2,173,8680000,1300
112,2,173,8690000,1300
112,2,173,8700000,1300
112,2,173,8710000,1300
112,2,173,8720000,1300
112,2,173,8720001,1300
112,2,173,8720002,1300
112,2,173,8730000,1300
112,2,173,8740000,1300
112,2,173,8750000,1300
112,2,173,8760000,1300
112,2,173,8770000,1300
112,2,173,8780000,1300
112,2,173,8790000,1300
112,2,173,8800000,1300
112,2,173,8810000,1300
112,2,173,8810001,1300
112,2,173,8820000,1300
112,2,173,8830000,1300
112,2,173,8840000,1300
112,2,173,8850000,1300
112,2,173,8850001,1300
112,2,173,8850002,1300
112,2,173,8850003,1300
112,2,173,8860000,1300
112,2,173,8870000,1300
112,2,173,8880000,1300
112,2,173,8890000,1300
112,2,173,8900000,1300
112,2,173,8900001,1300
112,2,173,8910000,1300
112,2,173,8910001,1300
112,2,173,8920000,1300
112,2,173,8930000,1300
112,2,173,8940000,1300
112,2,173,8940001,1300
112,2,173,8950000,1300
112,2,173,8950001,1300
112,2,173,8960000,1300
112,2,173,8960001,1300
112,2,173,8970000,1300
112,2,173,8980000,1300
112,2,173,8980001,1300
112,2,173,8990000,1300
112,2,173,9000000,1300
112,2,173,9010000,1300
112,2,173,9020000,1300
112,2,173,9030000,1300
112,2,173,9040000,1300
112,2,173,9040001,1300
112,2,173,9050000,1300
112,2,173,9060000,1300
