年度,鄉鎮,段名,地號,公告土地現值
112,2,186,2000000,1500
112,2,186,2010000,1500
112,2,186,2020000,1500
112,2,186,2030000,1500
112,2,186,2040000,1500
112,2,186,2050000,1500
112,2,186,2060000,1500
112,2,186,2070000,1500
112,2,186,2080000,1500
112,2,186,2080001,1556
112,2,186,2090000,1500
112,2,186,2100000,1500
112,2,186,2110000,1500
112,2,186,2120000,1500
112,2,186,2130000,1500
112,2,186,2140000,1500
112,2,186,2150000,1500
112,2,186,2160000,1500
112,2,186,2170000,1500
112,2,186,2180000,1500
112,2,186,2190000,1500
112,2,186,2200000,1500
112,2,186,2210000,1500
112,2,186,2220000,1500
112,2,186,2230000,1500
112,2,186,2240000,1500
112,2,186,2250000,1500
112,2,186,2260000,1500
112,2,186,2270000,1500
112,2,186,2280000,1500
112,2,186,2280001,1500
112,2,186,2290000,1500
112,2,186,2300000,1500
112,2,186,2310000,1500
112,2,186,2320000,1500
112,2,186,2330000,1500
112,2,186,2340000,1500
112,2,186,2340001,1515
112,2,186,2350000,1500
112,2,186,2360000,1500
112,2,186,2370000,1500
112,2,186,2380000,1500
112,2,186,2390000,1500
112,2,186,2400000,1500
112,2,186,2400001,1500
112,2,186,2400002,1500
112,2,186,2400004,1500
112,2,186,2400005,1500
112,2,186,2410000,1500
112,2,186,2420000,1500
112,2,186,2430000,1500
112,2,186,2440000,1500
112,2,186,2450000,1500
112,2,186,2450001,1500
112,2,186,2460000,1500
112,2,186,2470000,1500
112,2,186,2470001,1500
112,2,186,2470002,1500
112,2,186,2490000,1500
112,2,186,2500000,1500
112,2,186,2510000,1500
112,2,186,2520000,1500
112,2,186,2530000,1500
112,2,186,2540000,1500
112,2,186,2550000,1500
112,2,186,2560000,1500
112,2,186,2570000,1500
112,2,186,2580000,1500
112,2,186,2590000,1500
112,2,186,2600000,1500
112,2,186,2610000,1500
112,2,186,2620000,1500
112,2,186,2630000,1500
112,2,186,2640000,1500
112,2,186,2650000,1500
112,2,186,2660000,1500
112,2,186,2670000,1500
112,2,186,2680000,1500
112,2,186,2690000,1500
112,2,186,2690001,1500
112,2,186,2690002,1500
112,2,186,2700000,1500
112,2,186,2700001,1500
112,2,186,2700002,1500
112,2,186,2700003,1500
112,2,186,2700004,1500
112,2,186,2700005,1500
112,2,186,2700006,1500
112,2,186,2700007,1500
112,2,186,2700008,1500
112,2,186,2700009,1500
112,2,186,2700010,1500
112,2,186,2700011,1500
112,2,186,2700014,1500
112,2,186,2710000,1500
112,2,186,2720000,1500
112,2,186,2720001,1500
112,2,186,2720002,1500
112,2,186,2720003,1500
112,2,186,2720004,1500
112,2,186,2720005,1500
112,2,186,2720006,1500
112,2,186,2720007,1500
112,2,186,2720017,1500
112,2,186,2720018,1500
112,2,186,2720019,1500
112,2,186,2730000,1500
112,2,186,2740000,1500
112,2,186,2750000,1500
112,2,186,2760000,1500
112,2,186,2760001,1501
112,2,186,2760002,1500
112,2,186,2760003,1500
112,2,186,2760009,1500
112,2,186,2760010,1500
112,2,186,2760015,1500
112,2,186,2770000,1500
112,2,186,2780000,1500
112,2,186,2910000,1500
112,2,186,2920000,1500
112,2,186,2930000,1500
112,2,186,2940000,1500
112,2,186,2950000,1500
112,2,186,2950001,1500
112,2,186,2960000,1500
112,2,186,2970000,1500
112,2,186,2980000,1500
112,2,186,2990000,1500
112,2,186,3000000,1500
112,2,186,3010000,1500
112,2,186,3020000,1500
112,2,186,3030000,1500
112,2,186,3040000,1500
112,2,186,3050000,1500
112,2,186,3060000,1500
112,2,186,3070000,1500
112,2,186,3080000,1500
112,2,186,3080001,1500
112,2,186,3090000,1500
112,2,186,3100000,1500
112,2,186,3110000,1500
112,2,186,3120000,1500
112,2,186,3130000,1500
112,2,186,3140000,1500
112,2,186,3150000,1500
112,2,186,3160000,1500
112,2,186,3170000,1500
112,2,186,3180000,1500
112,2,186,3190000,1500
112,2,186,3200000,1500
112,2,186,3200001,1500
112,2,186,3210000,1500
112,2,186,3220000,1500
112,2,186,3230000,1500
112,2,186,3240000,1500
112,2,186,3250000,1500
112,2,186,3260000,1500
112,2,186,3270000,1500
112,2,186,3280000,1500
112,2,186,3290000,1500
112,2,186,3290001,1500
112,2,186,3300000,1500
112,2,186,3310000,1500
112,2,186,3320000,1500
112,2,186,3330000,1500
112,2,186,3340000,1500
112,2,186,3340001,1500
112,2,186,3340002,1500
112,2,186,3350000,1500
112,2,186,3360000,1500
112,2,186,3370000,1500
112,2,186,3380000,1500
112,2,186,3390000,1500
112,2,186,3400000,1500
112,2,186,3410000,1500
112,2,186,3420000,1500
112,2,186,3430000,1500
112,2,186,3440000,1500
112,2,186,3450000,1500
112,2,186,3460000,1500
112,2,186,3470000,1500
112,2,186,3480000,1500
112,2,186,3490000,1500
112,2,186,3500000,1500
112,2,186,3510000,1500
112,2,186,3520000,1500
112,2,186,3530000,1500
112,2,186,3540000,1500
112,2,186,3550000,1500
112,2,186,3560000,1500
112,2,186,3570000,1500
112,2,186,3580000,1500
112,2,186,3590000,1500
112,2,186,3590001,1500
112,2,186,3600000,1500
112,2,186,3610000,1500
112,2,186,3610001,1500
112,2,186,3610002,1500
112,2,186,3620000,1500
112,2,186,3630000,1500
112,2,186,3630001,1500
112,2,186,3630002,1506
112,2,186,3630003,1500
112,2,186,3640000,1500
112,2,186,3650000,1500
112,2,186,3660000,1500
112,2,186,3660001,1500
112,2,186,3670000,1500
112,2,186,3670001,1500
112,2,186,3690000,1500
112,2,186,3700000,1500
112,2,186,3710000,1500
112,2,186,3730000,1500
112,2,186,3730001,1500
112,2,186,3740000,1500
112,2,186,3750000,1500
112,2,186,3760000,1500
112,2,186,3770000,1500
112,2,186,3780000,1500
112,2,186,3790000,1500
112,2,186,3800000,1500
112,2,186,3810000,1500
112,2,186,3820000,1500
112,2,186,3830000,1500
112,2,186,3840000,1500
112,2,186,3850000,1500
112,2,186,3860000,1500
112,2,186,3870000,1500
112,2,186,3880000,1500
112,2,186,3890000,1500
112,2,186,3900000,1500
112,2,186,3910000,1500
112,2,186,3920000,1500
112,2,186,3930000,1500
112,2,186,3940000,1500
112,2,186,3950000,1500
112,2,186,3960000,1500
112,2,186,3970000,1500
112,2,186,3990000,1500
112,2,186,4010000,1500
112,2,186,4020000,1500
112,2,186,4030000,1700
112,2,186,4030001,1500
112,2,186,4030002,1500
112,2,186,4030003,1500
112,2,186,4030004,1500
112,2,186,4030005,1500
112,2,186,4030006,1500
112,2,186,4030007,1500
112,2,186,4030008,1500
112,2,186,4030009,1500
112,2,186,4030010,1500
112,2,186,4030011,1500
112,2,186,4030012,1500
112,2,186,4030013,1500
112,2,186,4030014,1500
112,2,186,4030015,1500
112,2,186,4030016,1500
112,2,186,4030017,1500
112,2,186,4030018,1500
112,2,186,4030019,1500
112,2,186,4030020,1500
112,2,186,4030021,1500
112,2,186,4030022,1500
112,2,186,4030023,1500
112,2,186,4030024,1500
112,2,186,4030025,1500
112,2,186,4030026,1500
112,2,186,4030027,1500
112,2,186,4030028,1500
112,2,186,4030029,1500
112,2,186,4030030,1500
112,2,186,4030031,1500
112,2,186,4030032,1500
112,2,186,4030033,1500
112,2,186,4030034,1500
112,2,186,4030035,2574
112,2,186,4030036,2574
112,2,186,4030037,1500
112,2,186,4030038,1500
112,2,186,4030039,1500
112,2,186,4030040,1500
112,2,186,4030041,1562
112,2,186,4030042,1700
112,2,186,4030043,1700
112,2,186,4030044,1500
112,2,186,4030045,1700
112,2,186,4030046,1673
112,2,186,4030047,1500
112,2,186,4030048,1700
112,2,186,4030049,1700
112,2,186,4030050,1653
112,2,186,4030051,1500
112,2,186,4030052,1700
112,2,186,4030053,1700
112,2,186,4030054,1700
112,2,186,4030055,1700
112,2,186,4030056,1700
112,2,186,4030057,1700
112,2,186,4030058,1700
112,2,186,4030059,1700
112,2,186,4030060,1700
112,2,186,4030061,1700
112,2,186,4030062,1700
112,2,186,4030063,1700
112,2,186,4030064,1500
112,2,186,4040000,1500
112,2,186,4050000,1500
112,2,186,4060000,1500
112,2,186,4070000,1500
112,2,186,4080000,1500
112,2,186,4150001,1500
112,2,186,4150002,1500
112,2,186,4150003,1500
112,2,186,4150004,1500
112,2,186,4460000,2600
112,2,186,4470000,2600
112,2,186,4480000,2600
112,2,186,4490000,2600
112,2,186,4500000,2600
112,2,186,4510000,2600
112,2,186,4520000,1500
112,2,186,4530000,1506
112,2,186,4540000,2566
112,2,186,4550000,2600
112,2,186,4550001,1500
112,2,186,4550002,1500
112,2,186,4560000,2155
112,2,186,4560002,2600
112,2,186,4560003,2600
112,2,186,4560004,1953
112,2,186,4560005,2600
112,2,186,4570000,2600
112,2,186,4570001,1500
112,2,186,4570002,1500
112,2,186,4570003,2600
112,2,186,4570004,2600
112,2,186,4570005,2600
112,2,186,4570006,2600
112,2,186,4570007,2600
112,2,186,4570008,2600
112,2,186,4570009,2600
112,2,186,4570013,2600
112,2,186,4570014,2600
112,2,186,4570015,2600
112,2,186,4570016,2600
112,2,186,4570017,2600
112,2,186,4570018,1500
112,2,186,4570019,1500
112,2,186,4580000,2600
112,2,186,4580001,2600
112,2,186,4580003,2600
112,2,186,4580004,2600
112,2,186,4600000,1500
112,2,186,4610000,1500
112,2,186,4620000,1500
112,2,186,4630000,1500
112,2,186,4630001,1500
112,2,186,4630002,1500
112,2,186,4630003,1500
112,2,186,4630004,1500
112,2,186,4630005,1500
112,2,186,4630006,1500
112,2,186,4630007,1500
112,2,186,4630008,1500
112,2,186,4630009,1500
112,2,186,4640000,1500
112,2,186,4650000,1500
112,2,186,4660000,1500
112,2,186,4670000,1500
112,2,186,4680000,1500
112,2,186,4680001,1500
112,2,186,4690000,1500
112,2,186,4690001,1500
112,2,186,4700000,1500
112,2,186,4700001,1500
112,2,186,4710000,1500
112,2,186,4710001,1500
112,2,186,4720000,1500
112,2,186,4730000,1500
112,2,186,4740000,1500
112,2,186,4740001,1500
112,2,186,4750000,1500
112,2,186,4760000,1500
112,2,186,4770000,1500
112,2,186,4770001,1500
112,2,186,4770002,1500
112,2,186,4770003,1500
112,2,186,4780000,1500
112,2,186,4780001,1500
112,2,186,4790000,1500
112,2,186,4800000,1500
112,2,186,4810000,1500
112,2,186,4820000,1500
112,2,186,4830000,1500
112,2,186,4830001,1500
112,2,186,4840000,1500
112,2,186,4850000,1500
112,2,186,4860000,1500
112,2,186,4870000,1500
112,2,186,4880000,1500
112,2,186,4890000,1500
112,2,186,4900000,1500
112,2,186,4910000,1500
112,2,186,4920000,1500
112,2,186,4930000,1500
112,2,186,4940000,1500
112,2,186,4950000,1500
112,2,186,4960000,1500
112,2,186,4960001,1500
112,2,186,4970000,1500
112,2,186,4980000,1700
112,2,186,4980001,1700
112,2,186,4980009,1560
112,2,186,4980010,2574
112,2,186,4980013,1700
112,2,186,4980014,1700
112,2,186,4980015,2574
112,2,186,4980016,1700
112,2,186,4980019,1700
112,2,186,4980020,1700
112,2,186,4980021,1700
112,2,186,4990000,1700
112,2,186,5000000,1500
112,2,186,5000008,1500
112,2,186,5000009,1500
112,2,186,5000010,1500
112,2,186,5000011,1500
112,2,186,5000012,1500
112,2,186,5000013,1500
112,2,186,5000014,1500
112,2,186,5000015,1500
112,2,186,5010000,1700
112,2,186,5010003,1700
112,2,186,5010004,1700
112,2,186,5020000,1700
112,2,186,5030000,1700
112,2,186,5030001,1700
112,2,186,5030002,1700
112,2,186,5030003,1700
112,2,186,5030004,1700
112,2,186,5040000,1700
112,2,186,5040001,2574
112,2,186,5040002,2574
112,2,186,5040003,1700
112,2,186,5050000,1700
112,2,186,5180000,2321
112,2,186,5190000,2587
112,2,186,5200000,2600
112,2,186,5210000,2600
112,2,186,5220000,2502
112,2,186,5230000,2304
112,2,186,5240000,2300
112,2,186,5370000,6100
112,2,186,5370001,2300
112,2,186,5390000,2300
112,2,186,5400000,2300
112,2,186,5410000,2300
112,2,186,5420000,2300
112,2,186,5430000,2378
112,2,186,5440000,2534
112,2,186,5450000,2419
112,2,186,5450001,2573
112,2,186,5450002,1715
112,2,186,5450003,2420
112,2,186,5450004,2600
112,2,186,5450005,2600
112,2,186,5450006,2600
112,2,186,5460000,2600
112,2,186,5470000,2600
112,2,186,5480000,2600
112,2,186,5490000,2600
112,2,186,5510000,2600
112,2,186,5520000,2600
112,2,186,5530000,2600
112,2,186,5530001,2600
112,2,186,5540000,2600
112,2,186,5550000,2600
112,2,186,5560000,2600
112,2,186,5560001,2514
112,2,186,5560002,2600
112,2,186,5570000,2600
112,2,186,5580000,2600
112,2,186,5590000,2600
112,2,186,5600000,2600
112,2,186,5600001,2600
112,2,186,5610000,2600
112,2,186,5610001,2600
112,2,186,5620000,2600
112,2,186,5630000,2600
112,2,186,5640000,2600
112,2,186,5650000,2600
112,2,186,5660000,2600
112,2,186,5670000,2600
112,2,186,5680000,2600
112,2,186,5700000,2600
112,2,186,5710000,1500
112,2,186,5710001,2600
112,2,186,5710002,2599
112,2,186,5710003,1821
112,2,186,5710004,1500
112,2,186,5710005,2579
112,2,186,5710006,1500
112,2,186,5710007,1519
112,2,186,5710008,2600
112,2,186,5710009,2600
112,2,186,5710010,2083
112,2,186,5710011,1500
112,2,186,5710012,1500
112,2,186,5710013,1504
112,2,186,5710014,1500
112,2,186,5710015,1500
112,2,186,5710016,2393
112,2,186,5710017,2600
112,2,186,5710018,2600
112,2,186,5710019,2600
112,2,186,5710020,2600
112,2,186,5710021,2600
112,2,186,5710022,2600
112,2,186,5710023,2600
112,2,186,5710024,2600
112,2,186,5710025,2600
112,2,186,5710026,2129
112,2,186,5720000,2600
112,2,187,10000,1100
112,2,187,10001,1143
112,2,187,10002,1923
112,2,187,10004,1923
112,2,187,10005,1923
112,2,187,10006,1100
112,2,187,10007,1100
112,2,187,10008,1100
112,2,187,10009,1100
112,2,187,10010,1100
112,2,187,10011,1100
112,2,187,10012,1100
112,2,187,10013,1100
112,2,187,10014,1100
112,2,187,10015,1100
112,2,187,10016,1100
112,2,187,10017,1100
112,2,187,10018,1100
112,2,187,10019,1100
112,2,187,10020,1100
112,2,187,10021,1100
112,2,187,10022,1100
112,2,187,10023,1100
112,2,187,10024,1100
112,2,187,10025,1100
112,2,187,10026,1100
112,2,187,10027,1100
112,2,187,10028,1100
112,2,187,10029,1100
112,2,187,10030,1100
112,2,187,10031,1100
112,2,187,10032,1100
112,2,187,10033,1100
112,2,187,10034,1100
112,2,187,10035,1100
112,2,187,10036,1100
112,2,187,10037,1100
112,2,187,10038,1100
112,2,187,10039,1100
112,2,187,10040,1100
112,2,187,10041,1100
112,2,187,10042,1100
112,2,187,10043,1100
112,2,187,10044,1100
112,2,187,10045,1100
112,2,187,10046,1100
112,2,187,10047,1100
112,2,187,10048,1100
112,2,187,10049,1100
112,2,187,10050,1100
112,2,187,20000,1100
112,2,187,30000,1100
112,2,187,40000,1100
112,2,187,40001,1100
112,2,187,50000,1100
112,2,187,60000,1100
112,2,187,70000,1100
112,2,187,80000,1100
112,2,187,90000,1100
112,2,187,100000,1100
112,2,187,110000,1100
112,2,187,120000,1100
112,2,187,130000,1100
112,2,187,140000,1100
112,2,187,150000,1100
112,2,187,160000,1100
112,2,187,160001,1100
112,2,187,160002,1100
112,2,187,160003,1100
112,2,187,160004,1100
112,2,187,160005,1100
112,2,187,170000,1100
112,2,187,180000,1100
112,2,187,190000,1100
112,2,187,200000,1100
112,2,187,200001,1100
112,2,187,210000,1100
112,2,187,220000,1100
112,2,187,230000,1100
112,2,187,240000,1100
112,2,187,250000,1100
112,2,187,250001,1100
112,2,187,260000,1100
112,2,187,270000,1100
112,2,187,280000,1100
112,2,187,290000,1100
112,2,187,300000,1100
112,2,187,310000,1100
112,2,187,320000,1100
112,2,187,330000,1100
112,2,187,340000,1100
112,2,187,350000,1100
112,2,187,360000,1100
112,2,187,370000,1100
112,2,187,380000,1100
112,2,187,390000,1100
112,2,187,400000,1109
112,2,187,410000,1100
112,2,187,410001,1407
112,2,187,410002,1923
112,2,187,420000,1100
112,2,187,430000,1100
112,2,187,440000,1100
112,2,187,450000,1100
112,2,187,460000,1100
112,2,187,470000,1125
112,2,187,480000,1100
112,2,187,490000,1100
112,2,187,500000,1136
112,2,187,510000,1219
112,2,187,520000,1100
112,2,187,530000,1100
112,2,187,540000,1256
112,2,187,560000,1337
112,2,187,570000,1100
112,2,187,580000,1100
112,2,187,590000,1100
112,2,187,600000,1100
112,2,187,600001,1100
112,2,187,610000,1100
112,2,187,620000,1100
112,2,187,620001,1100
112,2,187,620002,1100
112,2,187,620003,1100
112,2,187,620004,1100
112,2,187,620005,1100
112,2,187,630000,1100
112,2,187,640000,1100
112,2,187,650000,1100
112,2,187,650001,1100
112,2,187,650002,1100
112,2,187,660000,1100
112,2,187,670000,1100
112,2,187,680000,1100
112,2,187,690000,1100
112,2,187,690001,1114
112,2,187,700000,1100
112,2,187,710000,1100
112,2,187,720000,1279
112,2,187,730000,1337
112,2,187,740000,1100
112,2,187,740001,1161
112,2,187,750000,1100
112,2,187,760000,1100
112,2,187,770000,1100
112,2,187,780000,1100
112,2,187,790000,1100
112,2,187,800000,1100
112,2,187,800001,1121
112,2,187,810000,1100
112,2,187,810001,1100
112,2,187,820000,1100
112,2,187,820001,1100
112,2,187,830000,1100
112,2,187,840000,1100
112,2,187,850000,1100
112,2,187,850001,1100
112,2,187,850002,1100
112,2,187,860000,1100
112,2,187,860001,1100
112,2,187,870000,1100
112,2,187,880000,1100
112,2,187,890000,1100
112,2,187,900000,1100
112,2,187,910000,1100
112,2,187,910001,1110
112,2,187,920000,1100
112,2,187,930000,1100
112,2,187,940000,1100
112,2,187,950000,1100
112,2,187,960000,1100
112,2,187,970000,1100
112,2,187,980000,1100
112,2,187,990000,1100
112,2,187,990001,1100
112,2,187,1000000,1100
112,2,187,1010000,1100
112,2,187,1020000,1100
112,2,187,1030000,1100
112,2,187,1040000,1100
112,2,187,1050000,1100
112,2,187,1060000,1100
112,2,187,1070000,1100
112,2,187,1080000,1100
112,2,187,1090000,1100
112,2,187,1090001,1100
112,2,187,1100000,1100
112,2,187,1110000,1100
112,2,187,1120000,1100
112,2,187,1130000,1100
112,2,187,1140000,1100
112,2,187,1150000,1100
112,2,187,1160000,1100
112,2,187,1170000,1100
112,2,187,1180000,1100
112,2,187,1190000,1100
112,2,187,1200000,1100
112,2,187,1210000,1100
112,2,187,1220000,1171
112,2,187,1220001,1923
112,2,187,1230000,1162
112,2,187,1240000,1179
112,2,187,1250000,1187
112,2,187,1260000,1165
112,2,187,1270000,1100
112,2,187,1270001,1104
112,2,187,1280000,1100
112,2,187,1290000,1100
112,2,187,1300000,1100
112,2,187,1310000,1100
112,2,187,1320000,1100
112,2,187,1330000,1100
112,2,187,1340000,1100
112,2,187,1350000,1100
112,2,187,1360000,1100
112,2,187,1370000,1100
112,2,187,1380000,1100
112,2,187,1380001,1100
112,2,187,1390000,1100
112,2,187,1400000,1100
112,2,187,1410000,1100
112,2,187,1420000,1100
112,2,187,1430000,1100
112,2,187,1430001,1100
112,2,187,1440000,1100
112,2,187,1450000,1100
112,2,187,1460000,1100
112,2,187,1470000,1100
112,2,187,1480000,1100
112,2,187,1490000,1100
112,2,187,1490001,1100
112,2,187,1500000,1100
112,2,187,1500001,1100
112,2,187,1510000,1100
112,2,187,1520000,1100
112,2,187,1530000,1100
112,2,187,1540000,1100
112,2,187,1550000,1100
112,2,187,1560000,1100
112,2,187,1570000,1100
112,2,187,1580000,1100
112,2,187,1590000,1100
112,2,187,1600000,1100
112,2,187,1610000,1100
112,2,187,1620000,1100
112,2,187,1630000,1100
112,2,187,1630001,1100
112,2,187,1640000,1100
112,2,187,1650000,1100
112,2,187,1650001,1100
112,2,187,1660000,1100
112,2,187,1670000,1100
112,2,187,1680000,1100
112,2,187,1690000,1100
112,2,187,1700000,1100
112,2,187,1710000,1100
112,2,187,1720000,1100
112,2,187,1730000,1100
112,2,187,1740000,1100
112,2,187,1750000,1100
112,2,187,1760000,1100
112,2,187,1770000,1100
112,2,187,1780000,1100
112,2,187,1790000,1100
112,2,187,1800000,1100
112,2,187,1810000,1100
112,2,187,1820000,1100
112,2,187,1830000,1100
112,2,187,1840000,1100
112,2,187,1850000,1100
112,2,187,1860000,1100
112,2,187,1860001,1258
112,2,187,1870000,1100
112,2,187,1880000,1100
112,2,187,1890000,1100
112,2,187,1900000,1100
112,2,187,1910000,1100
112,2,187,1920000,1100
112,2,187,1930000,1100
112,2,187,1940000,1100
112,2,187,1950000,1100
112,2,187,1960000,1100
112,2,187,1970000,1100
112,2,187,1980000,1100
112,2,187,1990000,1100
112,2,187,2000000,1100
112,2,187,2010000,1100
112,2,187,2020000,1100
112,2,187,2030000,1100
112,2,187,2040000,1100
112,2,187,2050000,1100
112,2,187,2060000,1100
112,2,187,2070000,1100
112,2,187,2080000,1100
112,2,187,2090000,1100
112,2,187,2100000,1100
112,2,187,2100001,1100
112,2,187,2110000,1100
112,2,187,2120000,1100
112,2,187,2130000,1100
112,2,187,2130001,1243
112,2,187,2140000,1100
112,2,187,2150000,1100
112,2,187,2160000,1100
112,2,187,2170000,1100
112,2,187,2170001,1100
112,2,187,2180000,1100
112,2,187,2180001,1100
112,2,187,2180002,1100
112,2,187,2180003,1100
112,2,187,2190000,1100
112,2,187,2200000,1100
112,2,187,2210000,1100
112,2,187,2220000,1100
112,2,187,2230000,1100
112,2,187,2240000,1100
112,2,187,2250000,1100
112,2,187,2260000,1100
112,2,187,2270000,1100
112,2,187,2280000,1100
112,2,187,2290000,1100
112,2,187,2300000,1100
112,2,187,2310000,1100
112,2,187,2320000,1100
112,2,187,2330000,1100
112,2,187,2340000,1100
112,2,187,2350000,1100
112,2,187,2350001,1100
112,2,187,2360000,1100
112,2,187,2370000,1100
112,2,187,2380000,1100
112,2,187,2390000,1100
112,2,187,2400000,1100
112,2,187,2410000,1100
112,2,187,2420000,1100
112,2,187,2430000,1100
112,2,187,2440000,1100
112,2,187,2450000,1100
112,2,187,2460000,1100
112,2,187,2470000,1100
112,2,187,2480000,1100
112,2,187,2490000,1100
112,2,187,2500000,1100
112,2,187,2500001,1101
112,2,187,2510000,1100
112,2,187,2520000,1100
112,2,187,2530000,1100
112,2,187,2540000,1100
112,2,187,2550000,1100
112,2,187,2560000,1202
112,2,187,2570000,1197
112,2,187,2580000,1300
112,2,187,2590000,1300
112,2,187,2600000,1300
112,2,187,2610000,1300
112,2,187,2610001,1297
112,2,187,2620000,1300
112,2,187,2630000,1300
112,2,187,2640000,1300
112,2,187,2650000,1300
112,2,187,2660000,1300
112,2,187,2670000,1300
112,2,187,2670001,1300
112,2,187,2680000,1300
112,2,187,2690000,1300
112,2,187,2700000,1300
112,2,187,2710000,1289
112,2,187,2720000,1100
112,2,187,2730000,1207
112,2,187,2740000,1100
112,2,187,2750000,1100
112,2,187,2760000,1169
112,2,187,2770000,1100
112,2,187,2780000,1100
112,2,187,2790000,1100
112,2,187,2800000,1155
112,2,187,2810000,1100
112,2,187,2820000,1100
112,2,187,2830000,1100
112,2,187,2840000,1100
112,2,187,2850000,1100
112,2,187,2860000,1100
112,2,187,2870000,1100
112,2,187,2870001,1102
112,2,187,2880000,1100
112,2,187,2890000,1100
112,2,187,2900000,1100
112,2,187,2910000,1100
112,2,187,2920000,1199
112,2,187,2930000,1134
112,2,187,2940000,1243
112,2,187,2950000,1291
112,2,187,2960000,1300
112,2,187,2970000,1300
112,2,187,2980000,1300
112,2,187,2990000,1179
112,2,187,3000000,1300
112,2,187,3010000,1300
112,2,187,3020000,1300
112,2,187,3030000,1300
112,2,187,3030001,1300
112,2,187,3040000,1300
112,2,187,3050000,1300
112,2,187,3050001,1287
112,2,187,3060000,1300
112,2,187,3070000,1300
112,2,187,3080000,1300
112,2,187,3090000,1300
112,2,187,3100000,1300
112,2,187,3110000,1300
112,2,187,3120000,1300
112,2,187,3130000,1300
112,2,187,3140000,1300
112,2,187,3150000,1300
112,2,187,3160000,1300
112,2,187,3160001,1300
112,2,187,3170000,1300
112,2,187,3180000,1300
112,2,187,3190000,1300
112,2,187,3200000,1300
112,2,187,3210000,1300
112,2,187,3220000,1300
112,2,187,3230000,1300
112,2,187,3240000,1300
112,2,187,3250000,1300
112,2,187,3260000,1300
112,2,187,3270000,1300
112,2,187,3280000,1300
112,2,187,3290000,1300
112,2,187,3300000,1300
112,2,187,3310000,1300
112,2,187,3320000,1300
112,2,187,3330000,1300
112,2,187,3340000,1300
112,2,187,3350000,1300
112,2,187,3360000,1300
112,2,187,3360001,1300
112,2,187,3370000,1300
112,2,187,3380000,1300
112,2,187,3390000,1300
112,2,187,3400000,1300
112,2,187,3410000,1300
112,2,187,3410001,1300
112,2,187,3420000,1300
112,2,187,3430000,1300
112,2,187,3440000,1300
112,2,187,3450000,1300
112,2,187,3460000,1300
112,2,187,3470000,1300
112,2,187,3480000,1300
112,2,187,3480001,1300
112,2,187,3490000,1300
112,2,187,3500000,1300
112,2,187,3510000,1180
112,2,187,3520000,1300
112,2,187,3530000,1300
112,2,187,3540000,1300
112,2,187,3550000,1300
112,2,187,3560000,1300
112,2,187,3570000,1300
112,2,187,3580000,1300
112,2,187,3590000,1300
112,2,187,3600000,1300
112,2,187,3610000,1300
112,2,187,3620000,1300
112,2,187,3620001,1300
112,2,187,3630000,1300
112,2,187,3640000,1300
112,2,187,3650000,1300
112,2,187,3660000,1300
112,2,187,3670000,1300
112,2,187,3680000,1300
112,2,187,3690000,1300
112,2,187,3700000,1300
112,2,187,3710000,1300
112,2,187,3720000,1300
112,2,187,3730000,1300
112,2,187,3740000,1300
112,2,187,3750000,1300
112,2,187,3760000,1135
112,2,187,3770000,1100
112,2,187,3780000,1100
112,2,187,3790000,1100
112,2,187,3800000,1142
112,2,187,3810000,1100
112,2,187,3820000,1148
112,2,187,3830000,1122
112,2,187,3840000,1259
112,2,187,3850000,1194
112,2,187,3860000,1180
112,2,187,3870000,1300
112,2,187,3880000,1300
112,2,187,3890000,1300
112,2,187,3890001,1300
112,2,187,3900000,1300
112,2,187,3910000,1300
112,2,187,3920000,1300
112,2,187,3930000,1300
112,2,187,3940000,1300
112,2,187,3950000,1300
112,2,187,3960000,1300
112,2,187,3970000,1300
112,2,187,3980000,1300
112,2,187,3980001,1300
112,2,187,3990000,1300
112,2,187,4000000,1300
112,2,187,4010000,1300
112,2,187,4020000,1300
112,2,187,4030000,1193
112,2,187,4040000,1104
112,2,187,4040001,1100
112,2,187,4040003,1111
112,2,187,4040004,1300
112,2,187,4040005,1118
112,2,187,4040006,1100
112,2,187,4040007,1232
112,2,187,4040008,1100
112,2,187,4050000,1123
112,2,187,4060000,1152
112,2,187,4070000,1249
112,2,187,4080000,1300
112,2,187,4090000,1300
112,2,187,4090001,1300
112,2,187,4100000,1300
112,2,187,4110000,1300
112,2,187,4120000,1300
112,2,187,4130000,1300
112,2,187,4140000,1300
112,2,187,4150000,1300
112,2,187,4160000,1300
112,2,187,4170000,1300
112,2,187,4180000,1300
112,2,187,4190000,1300
112,2,187,4200000,1296
112,2,187,4210000,1175
112,2,187,4220000,1157
112,2,187,4230000,1267
112,2,187,4240000,1300
112,2,187,4240001,1300
112,2,187,4240002,1300
112,2,187,4250000,1300
112,2,187,4260000,1300
112,2,187,4270000,1300
112,2,187,4280000,1300
112,2,187,4290000,1300
112,2,187,4300000,1300
112,2,187,4310000,1300
112,2,187,4310001,1300
112,2,187,4320000,1300
112,2,187,4320001,1300
112,2,187,4340000,1300
112,2,187,4350000,1300
112,2,187,4360000,1300
112,2,187,4360001,1300
112,2,187,4370000,1300
112,2,187,4380000,1300
112,2,187,4390000,1300
112,2,187,4400000,1300
112,2,187,4400001,1300
112,2,187,4410000,1300
112,2,187,4420000,1300
112,2,187,4430000,1300
112,2,187,4440000,1300
112,2,187,4440001,1300
